9.904856085777282715e-01 9.285176172852516174e-03 1.887857360998168588e-04 2.696939191082492471e-05 3.852770078083267435e-06 9.631925195208168589e-07 1.926385039041633718e-06 1.926385039041633718e-06 9.631925195208168589e-07 2.889577672249288298e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.631925195208168589e-07 0.000000000000000000e+00 0.000000000000000000e+00
8.048943877220153809e-01 1.642641574144363403e-01 2.556151524186134338e-02 3.184713423252105713e-03 1.257123658433556557e-03 3.352329949848353863e-04 2.514247316867113113e-04 8.380824874620884657e-05 8.380824874620884657e-05 8.380824874620884657e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.237410187721252441e-01 3.841726481914520264e-01 1.856115162372589111e-01 6.330934911966323853e-02 2.733813039958477020e-02 1.438848953694105148e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.438848907127976418e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.856287419795989990e-01 2.215568870306015015e-01 2.455089837312698364e-01 1.437125802040100098e-01 5.988023802638053894e-02 9.580838680267333984e-02 1.796407252550125122e-02 1.197604835033416748e-02 0.000000000000000000e+00 5.988024175167083740e-03 5.988024175167083740e-03 0.000000000000000000e+00 5.988024175167083740e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.589041024446487427e-02 1.917808204889297485e-01 1.917808204889297485e-01 1.917808204889297485e-01 1.232876703143119812e-01 9.589041024446487427e-02 5.479452013969421387e-02 2.739726006984710693e-02 2.739726006984710693e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.923076994717121124e-02 5.769230797886848450e-02 7.692307978868484497e-02 2.307692319154739380e-01 2.692307829856872559e-01 9.615384787321090698e-02 1.153846159577369690e-01 5.769230797886848450e-02 0.000000000000000000e+00 3.846153989434242249e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.923076994717121124e-02 1.923076994717121124e-02
1.363636404275894165e-01 3.181818127632141113e-01 1.363636404275894165e-01 1.818181872367858887e-01 0.000000000000000000e+00 1.363636404275894165e-01 0.000000000000000000e+00 4.545454680919647217e-02 0.000000000000000000e+00 4.545454680919647217e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.250000000000000000e-02 1.875000000000000000e-01 6.250000000000000000e-02 6.250000000000000000e-02 1.250000000000000000e-01 1.875000000000000000e-01 0.000000000000000000e+00 2.500000000000000000e-01 6.250000000000000000e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.857142984867095947e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.428571492433547974e-01 0.000000000000000000e+00 2.857142984867095947e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.428571492433547974e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.428571492433547974e-01
2.727272808551788330e-01 9.090909361839294434e-02 9.090909361839294434e-02 0.000000000000000000e+00 0.000000000000000000e+00 9.090909361839294434e-02 1.818181872367858887e-01 0.000000000000000000e+00 9.090909361839294434e-02 9.090909361839294434e-02 9.090909361839294434e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.333333432674407959e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.333333432674407959e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.333333432674407959e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e-01 0.000000000000000000e+00
