9.915818572044372559e-01 8.181718178093433380e-03 1.897523907246068120e-04 3.005286453117150813e-05 7.163764166762121022e-06 3.669245188575587235e-06 2.096711568810860626e-06 1.223081767420808319e-06 3.494519091873371508e-07 6.989038183746743016e-07 0.000000000000000000e+00 1.747259545936685754e-07 3.494519091873371508e-07 1.747259545936685754e-07 0.000000000000000000e+00 0.000000000000000000e+00 1.747259545936685754e-07 0.000000000000000000e+00 1.747259545936685754e-07 1.747259545936685754e-07 1.747259545936685754e-07
8.178372979164123535e-01 1.555458903312683105e-01 2.157510444521903992e-02 3.494436619803309441e-03 7.649513427168130875e-04 2.955493691843003035e-04 2.607788483146578074e-04 1.390820543747395277e-04 3.477051359368488193e-05 3.477051359368488193e-05 1.738525679684244096e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.886227667331695557e-01 4.215568900108337402e-01 1.892215609550476074e-01 6.197604909539222717e-02 2.155688591301441193e-02 9.580838494002819061e-03 3.293413203209638596e-03 1.796407159417867661e-03 2.994012029375880957e-04 8.982035797089338303e-04 2.994012029375880957e-04 2.994012029375880957e-04 2.994012029375880957e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.994012029375880957e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.317296624183654785e-01 2.668957710266113281e-01 2.703321874141693115e-01 1.546391695737838745e-01 8.018327504396438599e-02 4.467353969812393188e-02 2.520045824348926544e-02 1.145475357770919800e-02 6.872852332890033722e-03 2.290950855240225792e-03 2.290950855240225792e-03 1.145475427620112896e-03 2.290950855240225792e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.163323462009429932e-02 1.919770836830139160e-01 2.292263656854629517e-01 1.891117542982101440e-01 1.404011398553848267e-01 1.031518653035163879e-01 4.011461138725280762e-02 5.730659235268831253e-03 1.146131847053766251e-02 2.865329617634415627e-03 2.865329617634415627e-03 2.865329617634415627e-03 2.865329617634415627e-03 0.000000000000000000e+00 5.730659235268831253e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.686635941267013550e-02 7.373271882534027100e-02 1.797235012054443359e-01 2.442396283149719238e-01 1.658986210823059082e-01 1.198156699538230896e-01 6.912442296743392944e-02 4.608295112848281860e-02 3.225806355476379395e-02 1.843317970633506775e-02 9.216589853167533875e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.608294926583766937e-03 0.000000000000000000e+00
5.511811003088951111e-02 8.661417663097381592e-02 8.661417663097381592e-02 1.496063023805618286e-01 1.102362200617790222e-01 1.653543263673782349e-01 1.023622080683708191e-01 4.724409431219100952e-02 6.299212574958801270e-02 5.511811003088951111e-02 1.574803143739700317e-02 1.574803143739700317e-02 3.149606287479400635e-02 0.000000000000000000e+00 7.874015718698501587e-03 7.874015718698501587e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.410256773233413696e-02 5.128205195069313049e-02 1.153846159577369690e-01 1.666666716337203979e-01 1.410256475210189819e-01 1.410256475210189819e-01 1.025641039013862610e-01 1.025641039013862610e-01 2.564102597534656525e-02 2.564102597534656525e-02 2.564102597534656525e-02 1.282051298767328262e-02 2.564102597534656525e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.651162773370742798e-02 4.651162773370742798e-02 4.651162773370742798e-02 6.976744532585144043e-02 1.162790730595588684e-01 1.162790730595588684e-01 1.395348906517028809e-01 1.627907007932662964e-01 4.651162773370742798e-02 9.302325546741485596e-02 9.302325546741485596e-02 2.325581386685371399e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.882352963089942932e-02 5.882352963089942932e-02 2.941176481544971466e-02 5.882352963089942932e-02 2.941176481544971466e-02 1.176470592617988586e-01 2.058823555707931519e-01 1.176470592617988586e-01 8.823529630899429321e-02 2.941176481544971466e-02 8.823529630899429321e-02 5.882352963089942932e-02 2.941176481544971466e-02 0.000000000000000000e+00 0.000000000000000000e+00 2.941176481544971466e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 4.347826167941093445e-02 4.347826167941093445e-02 4.347826167941093445e-02 2.173912972211837769e-01 4.347826167941093445e-02 4.347826167941093445e-02 1.304347813129425049e-01 8.695652335882186890e-02 1.304347813129425049e-01 4.347826167941093445e-02 4.347826167941093445e-02 8.695652335882186890e-02 4.347826167941093445e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.666667014360427856e-02 0.000000000000000000e+00 6.666667014360427856e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.333333402872085571e-01 6.666667014360427856e-02 1.333333402872085571e-01 0.000000000000000000e+00 6.666667014360427856e-02 2.666666805744171143e-01 6.666667014360427856e-02 6.666667014360427856e-02 6.666667014360427856e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.111111119389533997e-01 1.111111119389533997e-01 0.000000000000000000e+00 5.555555596947669983e-02 0.000000000000000000e+00 0.000000000000000000e+00 5.555555596947669983e-02 2.222222238779067993e-01 1.111111119389533997e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.555555596947669983e-02 1.111111119389533997e-01 0.000000000000000000e+00 5.555555596947669983e-02 1.111111119389533997e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.666666716337203979e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e-01 0.000000000000000000e+00 1.666666716337203979e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.666666716337203979e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 3.333333432674407959e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.333333432674407959e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.333333432674407959e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.500000000000000000e-01 2.500000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.500000000000000000e-01 0.000000000000000000e+00 2.500000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.000000059604644775e-01 2.000000029802322388e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000029802322388e-01 2.000000029802322388e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
