9.982947707176208496e-01 1.662969123572111130e-03 3.430065407883375883e-05 5.512604730029124767e-06 1.837534910009708256e-06 0.000000000000000000e+00 0.000000000000000000e+00 6.125116556177090388e-07 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.337924480438232422e-01 1.331496834754943848e-01 2.632384374737739563e-02 4.285276867449283600e-03 1.530456123873591423e-03 3.060912131331861019e-04 6.121824262663722038e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.477876096963882446e-01 4.247787594795227051e-01 2.123893797397613525e-01 7.522124052047729492e-02 3.097345121204853058e-02 8.849557489156723022e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.411764815449714661e-02 1.764705926179885864e-01 3.088235259056091309e-01 2.205882370471954346e-01 2.205882370471954346e-01 1.470588240772485733e-02 0.000000000000000000e+00 1.470588240772485733e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.702702768146991730e-02 1.891891956329345703e-01 2.702702581882476807e-01 2.432432472705841064e-01 1.081081107258796692e-01 8.108107745647430420e-02 5.405405536293983459e-02 2.702702768146991730e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 2.857142984867095947e-01 2.142857164144515991e-01 7.142857462167739868e-02 2.857142984867095947e-01 7.142857462167739868e-02 0.000000000000000000e+00 7.142857462167739868e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 4.000000059604644775e-01 0.000000000000000000e+00 2.000000029802322388e-01 2.000000029802322388e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000029802322388e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 3.333333432674407959e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.333333432674407959e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.333333432674407959e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.333333432674407959e-01 3.333333432674407959e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.333333432674407959e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
